,Filial ,Código,Descrição,Embalagem,Estoque,Comprador ,Quant.,Validade,Preço c/ST,Status,UF,Custo Médio,Custo Total,Classe,MULTIPLO,VENDAS
,3B,155996,"MOLHO CULINARIO CHEDDAR 1,5KG RF SCHREIB",UN,#ERROR!,#ERROR!,"78,00",21/04/2026,#ERROR!,68,"CUIABÁ, VARZEA e INTERIOR"," 26,140337"," R$  2.038,95 ",ATENÇÃO,,0
,3B,91317,MOSTARDA AMARELA SACHE 168X7G HELLMANNS,CX,#ERROR!,#ERROR!,"5,00",21/04/2026,#ERROR!,68,"CUIABÁ, VARZEA e INTERIOR"," 15,862639"," R$  79,31 ",ATENÇÃO,,
,3B,91317,MOSTARDA AMARELA SACHE 168X7G HELLMANNS,CX,#ERROR!,#ERROR!,"25,00",21/04/2026,#ERROR!,68,"CUIABÁ, VARZEA e INTERIOR"," 15,862639"," R$  396,57 ",ATENÇÃO,,
,3B,157540,BOLINHO CHOC 16X40G BAUDUCCO,UN,#ERROR!,#ERROR!,"336,00",21/04/2026,#ERROR!,68,"CUIABÁ, VARZEA e INTERIOR"," 1,021245"," R$  343,14 ",ATENÇÃO,,
,3B,106818,BACON MANTA DEF +-4KG RF PERDIGAO,KG,#ERROR!,#ERROR!,"97,13",22/04/2026,#ERROR!,69,"CUIABÁ, VARZEA e INTERIOR"," 21,181621"," R$  2.057,37 ",ATENÇÃO,,0
,3B,157621,"EMP STICK FGO 1,5KG CG COPACOL",PT,#ERROR!,#ERROR!,"14,00",22/04/2026,#ERROR!,69,"CUIABÁ, VARZEA e INTERIOR"," 15,849851"," R$  221,90 ",ATENÇÃO,,
,3B,156470,MANTEIGA S/SAL BLOCO 5KG RF CHEF&CO,KG,#ERROR!,#ERROR!,"75,00",22/04/2026,#ERROR!,69,"CUIABÁ, VARZEA e INTERIOR"," 18,685125"," R$  1.401,38 ",ATENÇÃO,,
,3B,5240,MOSTARDA AMARELA 1KG HEMMER,UN,#ERROR!,#ERROR!,"24,00",22/04/2026,#ERROR!,69,"CUIABÁ, VARZEA e INTERIOR"," 10,5952"," R$  254,28 ",ATENÇÃO,,
,3B,98923,SALAME ITALIANO FAT 100G SEARA,UN,#ERROR!,#ERROR!,"5,00",23/04/2026,#ERROR!,70,"CUIABÁ, VARZEA e INTERIOR"," 5,302704"," R$  26,51 ",ATENÇÃO,,
,3B,135888,MASSA INST GALINHA CAIPIRA 80G FRITZ E F,UN,#ERROR!,#ERROR!,"120,00",23/04/2026,#ERROR!,70,"CUIABÁ, VARZEA e INTERIOR"," 1,019386"," R$  122,33 ",ATENÇÃO,,
,3B,116067,"REQUEIJAO CREM CHEDDAR 1,01KG CATUPIRY",UN,#ERROR!,#ERROR!,"72,00",24/04/2026,#ERROR!,71,"CUIABÁ, VARZEA e INTERIOR"," 34,4565"," R$  2.480,87 ",ATENÇÃO,,
,3B,164058,ALECRIM 150G NUANCE,PO,#ERROR!,#ERROR!,"12,00",24/04/2026,#ERROR!,71,"CUIABÁ, VARZEA e INTERIOR"," 5,370513"," R$  64,45 ",ATENÇÃO,,
,3B,156169,"MANTEIGA S/SAL BLOCO 2,5KG RF CHEF&CO",KG,#ERROR!,#ERROR!,"84,00",25/04/2026,#ERROR!,72,"CUIABÁ, VARZEA e INTERIOR"," 18,675369"," R$  1.568,73 ",ATENÇÃO,,0
,3B,135892,MASSA INST CHURRASCO 80G FRITZ E FRIDA,UN,#ERROR!,#ERROR!,"576,00",25/04/2026,#ERROR!,72,"CUIABÁ, VARZEA e INTERIOR"," 1,004423"," R$  578,55 ",ATENÇÃO,,
,3B,118192,CHIA 500G NUANCE,PT,#ERROR!,#ERROR!,"6,00",26/04/2026,#ERROR!,73,"CUIABÁ, VARZEA e INTERIOR"," 8,5536"," R$  51,32 ",ATENÇÃO,,
,3B,93338,AZEITONA PRETA S/CAR 2KG ARCOBELLO,BD,#ERROR!,#ERROR!,"6,00",26/04/2026,#ERROR!,73,"CUIABÁ, VARZEA e INTERIOR"," 55,6032"," R$  333,62 ",ATENÇÃO,,
,3B,95367,OLEO SOJA PET 900ML CONCORDIA,UN,#ERROR!,#ERROR!,"734,00",26/04/2026,#ERROR!,73,"CUIABÁ, VARZEA e INTERIOR"," 8,255923"," R$  6.059,85 ",ATENÇÃO,,
,3B,95367,OLEO SOJA PET 900ML CONCORDIA,UN,#ERROR!,#ERROR!,"1080,00",26/04/2026,#ERROR!,73,"CUIABÁ, VARZEA e INTERIOR"," 8,255923"," R$  8.916,40 ",ATENÇÃO,,
,3B,95367,OLEO SOJA PET 900ML CONCORDIA,UN,#ERROR!,#ERROR!,"1080,00",26/04/2026,#ERROR!,73,"CUIABÁ, VARZEA e INTERIOR"," 8,255923"," R$  8.916,40 ",ATENÇÃO,,
,3B,159806,BACON MEIA MANTA RF PERDIGÃO,KG,#ERROR!,#ERROR!,"45,60",27/04/2026,#ERROR!,74,"CUIABÁ, VARZEA e INTERIOR"," 21,181563"," R$  965,88 ",ATENÇÃO,,
,3B,134906,AMENDOIM BRANCO PREMIUM T1 400G FRITZ,UN,#ERROR!,#ERROR!,"130,00",27/04/2026,#ERROR!,74,"CUIABÁ, VARZEA e INTERIOR"," 2,663259"," R$  346,22 ",ATENÇÃO,,
,3B,162431,MAIONESE SACHE 140X7G CEPERA,CX,#ERROR!,#ERROR!,"20,00",27/04/2026,#ERROR!,74,"CUIABÁ, VARZEA e INTERIOR"," 14,907722"," R$  298,15 ",ATENÇÃO,,
,3B,162431,MAIONESE SACHE 140X7G CEPERA,CX,#ERROR!,#ERROR!,"3,00",27/04/2026,#ERROR!,74,"CUIABÁ, VARZEA e INTERIOR"," 14,907722"," R$  44,72 ",ATENÇÃO,,
,3B,100123,"BATATA HARVEST PRID 9MM 2,5KG MCCAIN N",KG,#ERROR!,#ERROR!,"285,00",28/04/2026,#ERROR!,75,"CUIABÁ, VARZEA e INTERIOR"," 10,637933"," R$  3.031,81 ",ATENÇÃO,,0
,3B,157964,"CHEDDAR CREMOSO 1,5KG RF CHEF E CO",UN,#ERROR!,#ERROR!,"300,00",29/04/2026,#ERROR!,76,"CUIABÁ, VARZEA e INTERIOR"," 33,825664"," R$  10.147,70 ",ATENÇÃO,,
,3B,120592,MANTEIGA S/SAL 5KG RF MULLER,KG,#ERROR!,#ERROR!,"5,00",29/04/2026,#ERROR!,76,"CUIABÁ, VARZEA e INTERIOR"," 20,274"," R$  101,37 ",ATENÇÃO,,
,3B,110531,SEMENTE LINHACA MARROM 1KG NUANCE,UN,#ERROR!,#ERROR!,"10,00",29/04/2026,#ERROR!,76,"CUIABÁ, VARZEA e INTERIOR"," 9,24"," R$  92,40 ",ATENÇÃO,,
,3B,162338,UVA PASSA PRETA 500G NUANCE,PO,#ERROR!,#ERROR!,"91,00",29/04/2026,#ERROR!,76,"CUIABÁ, VARZEA e INTERIOR"," 11,420111"," R$  1.039,23 ",ATENÇÃO,,
,3B,162314,NOZES METADE S/CASCA LIGHT 350G NUANCE,PO,#ERROR!,#ERROR!,"18,00",29/04/2026,#ERROR!,76,"CUIABÁ, VARZEA e INTERIOR"," 23,946666"," R$  431,04 ",ATENÇÃO,,
,3B,106332,BACON EXTRA PALETA +-18KG EXCELENCIA,KG,#ERROR!,#ERROR!,"298,69",30/04/2026,#ERROR!,77,"CUIABÁ, VARZEA e INTERIOR"," 21,488841"," R$  6.418,42 ",ATENÇÃO,,0
,3B,10110,BACON MANTA +-4KG EXCELENCIA,KG,#ERROR!,#ERROR!,"525,51",30/04/2026,#ERROR!,77,"CUIABÁ, VARZEA e INTERIOR"," 22,624934"," R$  11.889,52 ",ATENÇÃO,,
,3B,153023,MAIONESE BD 3KG SALADA,UN,#ERROR!,#ERROR!,"30,00",30/04/2026,#ERROR!,77,"CUIABÁ, VARZEA e INTERIOR"," 22,534132"," R$  676,02 ",ATENÇÃO,,
,3B,93219,AZEITE OLIVA TIPO UNICO LATA 500ML GALLO,UN,#ERROR!,#ERROR!,"3,00",30/04/2026,#ERROR!,77,"CUIABÁ, VARZEA e INTERIOR"," 26,678549"," R$  80,04 ",ATENÇÃO,,
,3B,93762,COGUMELO FAT 2KG ARCOBELLO,UN,#ERROR!,#ERROR!,"5,00",30/04/2026,#ERROR!,77,"CUIABÁ, VARZEA e INTERIOR"," 44,699727"," R$  223,50 ",ATENÇÃO,,
,3B,153023,MAIONESE BD 3KG SALADA,UN,#ERROR!,#ERROR!,"10,00",30/04/2026,#ERROR!,77,"CUIABÁ, VARZEA e INTERIOR"," 22,534132"," R$  225,34 ",ATENÇÃO,,
,3B,159022,MAIONESE SACHE 144X7G HEINZ,CX,#ERROR!,#ERROR!,"499,00",30/04/2026,,77,"CUIABÁ, VARZEA e INTERIOR"," 16,616683"," R$  8.291,72 ",ATENÇÃO,,
,3B,135954,CHANTILLY 1KG CHEF&CO,UN,#ERROR!,#ERROR!,"1020,00",30/04/2026,#ERROR!,77,"CUIABÁ, VARZEA e INTERIOR"," 9,784358"," R$  9.980,05 ",ATENÇÃO,,
,3B,135954,CHANTILLY 1KG CHEF&CO,UN,#ERROR!,#ERROR!,"124,00",30/04/2026,#ERROR!,77,"CUIABÁ, VARZEA e INTERIOR"," 9,784358"," R$  1.213,26 ",ATENÇÃO,,
,3B,135954,CHANTILLY 1KG CHEF&CO,UN,#ERROR!,#ERROR!,"756,00",30/04/2026,#ERROR!,77,"CUIABÁ, VARZEA e INTERIOR"," 9,784358"," R$  7.396,97 ",ATENÇÃO,,
,3B,134936,FEIJAO PRETO PREMIUM T1 1KG FRITZ E FRID,UN,#ERROR!,#ERROR!,"20,00",30/04/2026,#ERROR!,77,"CUIABÁ, VARZEA e INTERIOR"," 4,386513"," R$  87,73 ",ATENÇÃO,,
,3B,134940,FEIJAO VERMELHO PREMIUM T1 500G FRITZ,UN,#ERROR!,#ERROR!,"21,00",30/04/2026,#ERROR!,77,"CUIABÁ, VARZEA e INTERIOR"," 4,133566"," R$  86,80 ",ATENÇÃO,,
,3B,116653,ARROZ INTEG TIPO1 1KG TIO JOAO,PT,#ERROR!,#ERROR!,"10,00",30/04/2026,#ERROR!,77,"CUIABÁ, VARZEA e INTERIOR"," 6,9784"," R$  69,78 ",ATENÇÃO,,
,3B,120744,COLORIFICO 1KG NUANCE,PT,#ERROR!,#ERROR!,"62,00",01/05/2026,#ERROR!,78,"CUIABÁ, VARZEA e INTERIOR"," 6,957541"," R$  431,37 ",ATENÇÃO,,
,3B,120744,COLORIFICO 1KG NUANCE,PT,#ERROR!,#ERROR!,"20,00",01/05/2026,#ERROR!,78,"CUIABÁ, VARZEA e INTERIOR"," 6,957541"," R$  139,15 ",ATENÇÃO,,
,3B,116518,FARINHA TRIGO TRAD 1KG DONA BENTA,PT,#ERROR!,#ERROR!,"120,00",01/05/2026,#ERROR!,78,"CUIABÁ, VARZEA e INTERIOR"," 3,9923"," R$  479,08 ",ATENÇÃO,,
,3B,135870,MISTURA BOLO LARANJA 400G FRITZ E FRIDA,PT,#ERROR!,#ERROR!,"156,00",01/05/2026,#ERROR!,78,"CUIABÁ, VARZEA e INTERIOR"," 2,713598"," R$  423,32 ",ATENÇÃO,,
,3B,132780,BICARBONATO DE SODIO 1KG NUANCE,PT,#ERROR!,#ERROR!,"2,00",01/05/2026,#ERROR!,78,"CUIABÁ, VARZEA e INTERIOR"," 6,099823"," R$  12,20 ",ATENÇÃO,,
,3B,162315,UVA PASSA BRANCA 250G NUANCE,PO,#ERROR!,#ERROR!,"11,00",01/05/2026,#ERROR!,78,"CUIABÁ, VARZEA e INTERIOR"," 8,9056"," R$  97,96 ",ATENÇÃO,,
,3B,1224,HAMB MISTO IQF 36X56G REZENDE,KG,#ERROR!,#ERROR!,"30,10",03/05/2026,#ERROR!,80,"CUIABÁ, VARZEA e INTERIOR"," 12,585177"," R$  378,76 ",ATENÇÃO,,
,3B,154501,MAIONESE BAG SALADA 3KG SEARA,UN,#ERROR!,#ERROR!,"42,00",03/05/2026,,80,"CUIABÁ, VARZEA e INTERIOR"," 20,736465"," R$  870,93 ",ATENÇÃO,,
,3B,163893,"MOLHO PEPINO AGRIDOCE 2,2KG MCCOYS",#N/A,#ERROR!,#ERROR!,"1,00",03/05/2026,#ERROR!,80,"CUIABÁ, VARZEA e INTERIOR"," 59,646751"," R$  59,65 ",ATENÇÃO,,
,3B,134922,BISC AGUA E SAL 360G FRITZ E FRIDA,UN,#ERROR!,#ERROR!,"30,00",03/05/2026,#ERROR!,80,"CUIABÁ, VARZEA e INTERIOR"," 2,623132"," R$  78,69 ",ATENÇÃO,,
,3B,134938,FEIJAO CARIOCA PREMIUM T1 500G FRITZ,UN,#ERROR!,#ERROR!,"10,00",03/05/2026,#ERROR!,80,"CUIABÁ, VARZEA e INTERIOR"," 3,152911"," R$  31,53 ",ATENÇÃO,,
,3B,136651,FAROFA PRONTA TEMP 500G NERIAL,PT,#ERROR!,#ERROR!,"20,00",04/05/2026,#ERROR!,81,"CUIABÁ, VARZEA e INTERIOR"," 3,732801"," R$  74,66 ",ATENÇÃO,,
,3B,106033,LOMBO CANADENSE +-1KG RF EXCELENCIA,KG,#ERROR!,#ERROR!,"49,83",05/05/2026,,82,"CUIABÁ, VARZEA e INTERIOR"," 28,852583"," R$  1.437,58 ",ATENÇÃO,,
,3B,157908,"REQUEIJAO CREMOSO 1,5KG RF CHEF E CO",UN,#ERROR!,#ERROR!,"800,00",05/05/2026,#ERROR!,82,"CUIABÁ, VARZEA e INTERIOR"," 32,897289"," R$  26.317,83 ",ATENÇÃO,,
,3B,157908,"REQUEIJAO CREMOSO 1,5KG RF CHEF E CO",UN,#ERROR!,#ERROR!,"790,00",05/05/2026,#ERROR!,82,"CUIABÁ, VARZEA e INTERIOR"," 32,897289"," R$  25.988,86 ",ATENÇÃO,,
,3B,157908,"REQUEIJAO CREMOSO 1,5KG RF CHEF E CO",UN,#ERROR!,#ERROR!,"328,00",05/05/2026,#ERROR!,82,"CUIABÁ, VARZEA e INTERIOR"," 32,897289"," R$  10.790,31 ",ATENÇÃO,,
,3B,157965,"CREAM CHEESE 1,01KG RF CHEF E CO",UN,#ERROR!,#ERROR!,"929,00",05/05/2026,#ERROR!,82,"CUIABÁ, VARZEA e INTERIOR"," 24,105644"," R$  22.394,14 ",ATENÇÃO,,
,3B,157965,"CREAM CHEESE 1,01KG RF CHEF E CO",UN,#ERROR!,#ERROR!,"960,00",05/05/2026,#ERROR!,82,"CUIABÁ, VARZEA e INTERIOR"," 24,105644"," R$  23.141,42 ",ATENÇÃO,,
,3B,157965,"CREAM CHEESE 1,01KG RF CHEF E CO",UN,#ERROR!,#ERROR!,"120,00",05/05/2026,#ERROR!,82,"CUIABÁ, VARZEA e INTERIOR"," 24,105644"," R$  2.892,68 ",ATENÇÃO,,
,3B,157965,"CREAM CHEESE 1,01KG RF CHEF E CO",UN,#ERROR!,#ERROR!,"960,00",05/05/2026,#ERROR!,82,"CUIABÁ, VARZEA e INTERIOR"," 24,105644"," R$  23.141,42 ",ATENÇÃO,,
,3B,10774,MISSO MASSA SOJA SHIRO 1KG SAKURA,PT,#ERROR!,#ERROR!,"12,00",05/05/2026,#ERROR!,82,"CUIABÁ, VARZEA e INTERIOR"," 12,974271"," R$  155,69 ",ATENÇÃO,,
,3B,110906,OREGANO PERUANO 250G NUANCE,UN,#ERROR!,#ERROR!,"100,00",05/05/2026,#ERROR!,82,"CUIABÁ, VARZEA e INTERIOR"," 5,464749"," R$  546,47 ",ATENÇÃO,,
,3B,134920,BISC MARIA 360G FRITZ E FRIDA,UN,#ERROR!,#ERROR!,"26,00",05/05/2026,#ERROR!,82,"CUIABÁ, VARZEA e INTERIOR"," 2,748042"," R$  71,45 ",ATENÇÃO,,
,3B,113909,PRESUNTO CRU ESPA PARMA FAT 100G RF CERA,UN,#ERROR!,#ERROR!,"30,00",06/05/2026,#ERROR!,83,"CUIABÁ, VARZEA e INTERIOR"," 22,42176"," R$  672,65 ",ATENÇÃO,,
,3B,118567,PRESUNTO COZ SUINO RETANG +-4KG EXCE,KG,#ERROR!,#ERROR!,"98,00",06/05/2026,#ERROR!,83,"CUIABÁ, VARZEA e INTERIOR"," 18,65134"," R$  1.827,83 ",ATENÇÃO,,
,3B,6220,LOMBO CANADENSE +-1KG RF SEARA,KG,#ERROR!,#ERROR!,"114,52",06/05/2026,#ERROR!,83,"CUIABÁ, VARZEA e INTERIOR"," 29,584883"," R$  3.388,06 ",ATENÇÃO,,
,3B,133472,"REQUEIJAO CHEDDAR BISNAGA 1,5KG RF SCALA",UN,#ERROR!,#ERROR!,"36,00",06/05/2026,#ERROR!,83,"CUIABÁ, VARZEA e INTERIOR"," 41,7756"," R$  1.503,92 ",ATENÇÃO,,
,3B,120737,ALHO EM PO 200G NUANCE,PT,#ERROR!,#ERROR!,"45,00",06/05/2026,#ERROR!,83,"CUIABÁ, VARZEA e INTERIOR"," 3,953473"," R$  177,91 ",ATENÇÃO,,
,3B,91279,LEITE CONDENSADO BAG 5KG ITAMBE,BG,#ERROR!,#ERROR!,"17,00",06/05/2026,#ERROR!,83,"CUIABÁ, VARZEA e INTERIOR"," 74,210711"," R$  1.261,58 ",ATENÇÃO,,
,3B,162296,CASTANHA PARA INTEIRA 500G NUANCE,PO,#ERROR!,#ERROR!,"23,00",06/05/2026,#ERROR!,83,"CUIABÁ, VARZEA e INTERIOR"," 67,295174"," R$  1.547,79 ",ATENÇÃO,,
,3B,113910,PRESUNTO CRU ITA PARMA FAT 100GR RF CERA,UN,#ERROR!,#ERROR!,"375,00",07/05/2026,#ERROR!,84,"CUIABÁ, VARZEA e INTERIOR"," 23,232972"," R$  8.712,36 ",ATENÇÃO,,0
,3B,73133,PRESUNTO COZ OVAL +-3KG RF EXCELENCIA,KG,#ERROR!,#ERROR!,"425,00",07/05/2026,#ERROR!,84,"CUIABÁ, VARZEA e INTERIOR"," 17,711399"," R$  7.527,34 ",ATENÇÃO,,
,3B,73133,PRESUNTO COZ OVAL +-3KG RF EXCELENCIA,KG,#ERROR!,#ERROR!,"55,36",07/05/2026,#ERROR!,84,"CUIABÁ, VARZEA e INTERIOR"," 17,711399"," R$  980,50 ",ATENÇÃO,,
,3B,120705,PIMENTA REINO PRETA GRAO 500G NUANCE,PT,#ERROR!,#ERROR!,"14,00",07/05/2026,#ERROR!,84,"CUIABÁ, VARZEA e INTERIOR"," 23,939808"," R$  335,16 ",ATENÇÃO,,
,3B,10962,FARINHA TRIGO TP1 P/PIZZA 5KG SUPREMA,PT,#ERROR!,#ERROR!,"68,00",07/05/2026,#ERROR!,84,"CUIABÁ, VARZEA e INTERIOR"," 15,629856"," R$  1.062,83 ",ATENÇÃO,,
,3B,120435,VG BROCOLIS IQF 300G CG CONFRESCOR,PT,#ERROR!,#ERROR!,"21,00",07/05/2026,#ERROR!,84,"CUIABÁ, VARZEA e INTERIOR"," 2,600306"," R$  54,61 ",ATENÇÃO,,
,3B,162328,PISTACHE CRU S/CASCA 500G NUANCE,PO,#ERROR!,#ERROR!,"12,00",07/05/2026,#ERROR!,84,"CUIABÁ, VARZEA e INTERIOR"," 97,557512"," R$  1.170,69 ",ATENÇÃO,,0
,3B,91187,"CREAM CHEESE BISNAGA 1,5KG RF PHILADEL N",#N/A,#ERROR!,#ERROR!,"4,00",08/05/2026,#ERROR!,85,"CUIABÁ, VARZEA e INTERIOR", 0, R$  -   ,ATENÇÃO,,
,3B,134952,MAIONESE BD 3KG FRITZ E FRIDA,UN,#ERROR!,#ERROR!,"18,00",08/05/2026,#ERROR!,85,"CUIABÁ, VARZEA e INTERIOR"," 21,532354"," R$  387,58 ",ATENÇÃO,,
,3B,134301,"GERGELIM BRANCO C/CASCA 1,05KG NUANCE",PT,#ERROR!,#ERROR!,"39,00",08/05/2026,#ERROR!,85,"CUIABÁ, VARZEA e INTERIOR"," 12,3039"," R$  479,85 ",ATENÇÃO,,
,3B,134301,"GERGELIM BRANCO C/CASCA 1,05KG NUANCE",PT,#ERROR!,#ERROR!,"44,00",08/05/2026,#ERROR!,85,"CUIABÁ, VARZEA e INTERIOR"," 12,3039"," R$  541,37 ",ATENÇÃO,,
,3B,110482,COCO SECO RALADO MEDIO 5KG NUANCE,UN,#ERROR!,#ERROR!,"3,00",08/05/2026,#ERROR!,85,"CUIABÁ, VARZEA e INTERIOR"," 152,839066"," R$  458,52 ",ATENÇÃO,,
,3B,162339,FRUTAS CRISTALIZADAS 700G NUANCE,PO,#ERROR!,#ERROR!,"12,00",08/05/2026,#ERROR!,85,"CUIABÁ, VARZEA e INTERIOR"," 11,589855"," R$  139,08 ",ATENÇÃO,,
,3B,110482,COCO SECO RALADO MEDIO 5KG NUANCE,UN,#ERROR!,#ERROR!,"3,00",08/05/2026,#ERROR!,85,"CUIABÁ, VARZEA e INTERIOR"," 152,839066"," R$  458,52 ",ATENÇÃO,,
,3B,136531,EMP NUGGETS FGO TRAD PCT 700G CG SADIA,PT,#ERROR!,#ERROR!,"6,00",10/05/2026,#ERROR!,87,"CUIABÁ, VARZEA e INTERIOR"," 10,676964"," R$  64,06 ",ATENÇÃO,,
,3B,136578,QUEIJO MUSSARELA +-4KG RF CHEF&CO,KG,#ERROR!,#ERROR!,"500,42",10/05/2026,#ERROR!,87,"CUIABÁ, VARZEA e INTERIOR"," 21,434284"," R$  10.726,06 ",ATENÇÃO,,
,3B,136578,QUEIJO MUSSARELA +-4KG RF CHEF&CO,KG,#ERROR!,#ERROR!,"1106,35",10/05/2026,#ERROR!,87,"CUIABÁ, VARZEA e INTERIOR"," 21,434284"," R$  23.713,82 ",ATENÇÃO,,
,3B,136578,QUEIJO MUSSARELA +-4KG RF CHEF&CO,KG,#ERROR!,#ERROR!,"1106,35",10/05/2026,#ERROR!,87,"CUIABÁ, VARZEA e INTERIOR"," 21,434284"," R$  23.713,82 ",ATENÇÃO,,
,3B,136578,QUEIJO MUSSARELA +-4KG RF CHEF&CO,KG,#ERROR!,#ERROR!,"1106,35",10/05/2026,#ERROR!,87,"CUIABÁ, VARZEA e INTERIOR"," 21,434284"," R$  23.713,82 ",ATENÇÃO,,
,3B,136578,QUEIJO MUSSARELA +-4KG RF CHEF&CO,KG,#ERROR!,#ERROR!,"1106,35",10/05/2026,#ERROR!,87,"CUIABÁ, VARZEA e INTERIOR"," 21,434284"," R$  23.713,82 ",ATENÇÃO,,
,3B,136578,QUEIJO MUSSARELA +-4KG RF CHEF&CO,KG,#ERROR!,#ERROR!,"1106,35",10/05/2026,#ERROR!,87,"CUIABÁ, VARZEA e INTERIOR"," 21,434284"," R$  23.713,82 ",ATENÇÃO,,
,3B,120758,TEMP PIMENTA REINO BRANCA PO 500G NUANCE,PT,#ERROR!,#ERROR!,"5,00",10/05/2026,#ERROR!,87,"CUIABÁ, VARZEA e INTERIOR"," 17,956546"," R$  89,78 ",ATENÇÃO,,
,3B,93922,DOCE DE LEITE EM PASTA LATA 5K ITAMBE,UN,#ERROR!,#ERROR!,"12,00",10/05/2026,#ERROR!,87,"CUIABÁ, VARZEA e INTERIOR"," 92,3862"," R$  1.108,63 ",ATENÇÃO,,
,3B,93922,DOCE DE LEITE EM PASTA LATA 5K ITAMBE,UN,#ERROR!,#ERROR!,"5,00",10/05/2026,#ERROR!,87,"CUIABÁ, VARZEA e INTERIOR"," 92,3862"," R$  461,93 ",ATENÇÃO,,
,3B,136833,ERVILHA PARTIDA 400G FRITZ E FRIDA,PT,#ERROR!,#ERROR!,"10,00",11/05/2026,#ERROR!,88,"CUIABÁ, VARZEA e INTERIOR"," 2,5632"," R$  25,63 ",ATENÇÃO,,
,3B,4017,SALSICHA HOT DOG PCT 5KG CG REZENDE,KG,#ERROR!,#ERROR!,"5,00",12/05/2026,#ERROR!,89,"CUIABÁ, VARZEA e INTERIOR"," 5,368544"," R$  26,84 ",ATENÇÃO,,
,3B,153286,HAMBURGUER MISTO 36X56G CG SADIA,KG,#ERROR!,#ERROR!,"20,16",12/05/2026,#ERROR!,89,"CUIABÁ, VARZEA e INTERIOR"," 12,789881"," R$  257,84 ",ATENÇÃO,,
,3B,120740,COMINHO PO 500G NUANCE,PT,#ERROR!,#ERROR!,"18,00",12/05/2026,#ERROR!,89,"CUIABÁ, VARZEA e INTERIOR"," 13,821749"," R$  248,79 ",ATENÇÃO,,
,3B,154005,PESC PORCAO SALMAO VACUO 150G CG PESQUAL,UN,#ERROR!,#ERROR!,"33,00",12/05/2026,#ERROR!,89,"CUIABÁ, VARZEA e INTERIOR"," 11,193715"," R$  369,39 ",ATENÇÃO,,
,3B,162297,AMENDOA INTEIRA S/CASCA 500G NUANCE,PO,#ERROR!,#ERROR!,"12,00",12/05/2026,#ERROR!,89,"CUIABÁ, VARZEA e INTERIOR"," 42,706294"," R$  512,48 ",ATENÇÃO,,
,3B,162313,NOZES METADE S/CASCA 150G LIGHT  NUANCE,PO,#ERROR!,#ERROR!,"24,00",12/05/2026,#ERROR!,89,"CUIABÁ, VARZEA e INTERIOR"," 10,816159"," R$  259,59 ",ATENÇÃO,,
,3B,162299,AMENDOA INTEIRA S/CASCA 250G NUANCE,PO,#ERROR!,#ERROR!,12,12/05/2026,#ERROR!,89,"CUIABÁ, VARZEA e INTERIOR"," 21,094067"," R$  253,13 ",ATENÇÃO,,
